"","gene","GO"
"3566","34112_r_at","GO:0006479;GO:0007165;GO:0016571;GO:0016571;GO:0018216;GO:0032088;GO:0043065;GO:0045892;GO:0045893;GO:0048588;GO:0060765;GO:2000134;GO:0005634;GO:0005654;GO:0005730;GO:0005737;GO:0005829;GO:0003713;GO:0005515;GO:0008469;GO:0016274;GO:0030331;GO:0030331;GO:0033142;GO:0035242;GO:0042054;GO:0042803;GO:0042974;GO:0042975;GO:0044877;GO:0046966;GO:0050681"
"3567","34113_at","GO:0001523;GO:0001523;GO:0001895;GO:0003407;GO:0006776;GO:0007601;GO:0007623;GO:0008286;GO:0010468;GO:0042572;GO:0042574;GO:0050908;GO:0060042;GO:0071257;GO:1901827;GO:1901827;GO:0005634;GO:0005789;GO:0005886;GO:0016020;GO:0044297;GO:0001786;GO:0004744;GO:0016702;GO:0016853;GO:0031210;GO:0046872;GO:0050251;GO:0052884;GO:0052884;GO:0052885;GO:0052885;GO:1901612"
"3568","34115_at","GO:0006605;GO:0006898;GO:0008104;GO:0016192;GO:0005802;GO:0030124;GO:0030124;GO:0030124;GO:0031904;GO:0032588;GO:0005515;GO:0140312"
"3569","34116_at","GO:0007214;GO:0007268;GO:0007528;GO:0007628;GO:0008285;GO:0014051;GO:0019227;GO:0035249;GO:0046058;GO:0048536;GO:0048538;GO:0048541;GO:0050852;GO:0050908;GO:0055001;GO:0070588;GO:0099703;GO:1901385;GO:1901385;GO:1901387;GO:1904751;GO:1990830;GO:2000134;GO:0005730;GO:0005829;GO:0005891;GO:0005891;GO:0009898;GO:0016607;GO:0098793;GO:0098978;GO:0005245;GO:0005515;GO:0008331;GO:0019901;GO:0099635"
"3570","34118_at","GO:0001895;GO:0006883;GO:0006883;GO:0010976;GO:0021670;GO:0021678;GO:0021944;GO:0030007;GO:0030007;GO:0031589;GO:0032781;GO:0036376;GO:0036376;GO:0045494;GO:0050821;GO:0061744;GO:0086009;GO:0086064;GO:0120036;GO:0150104;GO:1901018;GO:1903278;GO:1903288;GO:1903976;GO:1990573;GO:1990573;GO:0001917;GO:0005737;GO:0005886;GO:0005886;GO:0005890;GO:0005890;GO:0005890;GO:0009897;GO:0016020;GO:0016324;GO:0016328;GO:0031253;GO:0044298;GO:0071944;GO:0097449;GO:0097449;GO:0097450;GO:0098984;GO:0001671;GO:0001671;GO:0005515;GO:0030674;GO:0046982;GO:0051117"
"3571","34122_at","GO:0006816;GO:0007595;GO:2000117;GO:0005576;GO:0005615;GO:0005615;GO:0005615;GO:0004857;GO:0004869;GO:0005509;GO:0005515"
"3572","34123_at","GO:0070126;GO:0005739;GO:0005739;GO:0005759;GO:0003747"
"3573","34125_at","GO:0000122;GO:0001525;GO:0001662;GO:0002052;GO:0002118;GO:0006357;GO:0006915;GO:0007399;GO:0007405;GO:0007601;GO:0021542;GO:0021764;GO:0021772;GO:0021819;GO:0021872;GO:0021895;GO:0021960;GO:0030154;GO:0030198;GO:0030522;GO:0035019;GO:0035176;GO:0043066;GO:0043401;GO:0043615;GO:0045165;GO:0045665;GO:0045766;GO:0045787;GO:0045944;GO:0048708;GO:0048712;GO:0048814;GO:0048856;GO:0060041;GO:0060164;GO:0060291;GO:0072089;GO:0090049;GO:2000178;GO:2000647;GO:2000648;GO:0000785;GO:0005654;GO:0000978;GO:0000981;GO:0001227;GO:0001228;GO:0003707;GO:0004879;GO:0008270;GO:0042826;GO:1990837"
"3574","34126_at","GO:0000086;GO:0006468;GO:0006468;GO:0006887;GO:0007409;GO:0007409;GO:0010975;GO:0018105;GO:0030010;GO:0030010;GO:0030182;GO:0031532;GO:0035556;GO:0036503;GO:0042149;GO:0043462;GO:0050770;GO:0051301;GO:0061178;GO:0061178;GO:0070059;GO:0090176;GO:1904152;GO:1904152;GO:2000807;GO:0005737;GO:0005737;GO:0005783;GO:0005813;GO:0005813;GO:0048471;GO:0150034;GO:0000287;GO:0004674;GO:0004674;GO:0004674;GO:0005524;GO:0019901;GO:0048156;GO:0050321;GO:0050321;GO:0050321;GO:0050321;GO:0051117;GO:0060590;GO:0106310"
"3575","34127_at","GO:0002854;GO:0015747;GO:0034356;GO:0045922;GO:0055085;GO:2001142;GO:0005783;GO:0005794;GO:0005886;GO:0005886;GO:0016021;GO:0016324;GO:0070062;GO:0015143;GO:0090416;GO:0090416"
"3576","34128_at","GO:0006486;GO:0006629;GO:0009312;GO:0009617;GO:0000139;GO:0000139;GO:0005783;GO:0005794;GO:0016021;GO:0005515;GO:0008194;GO:0008499;GO:0008499;GO:0016757"
"3577","34129_at","GO:0006887;GO:0015031;GO:0017157;GO:0050708;GO:0050790;GO:0005737;GO:0005886;GO:0031201;GO:0005096;GO:0005515;GO:0019905;GO:0045159"
"3578","34130_at","GO:0006887;GO:0015031;GO:0017157;GO:0050708;GO:0050790;GO:0005737;GO:0005886;GO:0031201;GO:0005096;GO:0005515;GO:0019905;GO:0045159"
"3579","34131_at","GO:0003333;GO:0006749;GO:0008542;GO:0009636;GO:0014070;GO:0021591;GO:0021756;GO:0030534;GO:0033029;GO:0034599;GO:0034775;GO:0035094;GO:0042127;GO:0048021;GO:0048286;GO:0050804;GO:0050807;GO:0051223;GO:0051775;GO:0060173;GO:0070306;GO:0070527;GO:0090461;GO:0098712;GO:0140206;GO:1901494;GO:1903204;GO:1903786;GO:1904717;GO:2000211;GO:0005791;GO:0005856;GO:0005886;GO:0009986;GO:0016021;GO:0031526;GO:0045177;GO:0097449;GO:0005515;GO:0015179;GO:0015327"
"3580","34132_at","GO:0006836;GO:0007268;GO:0055085;GO:0005886;GO:0008021;GO:0016021;GO:0030285;GO:0030672;GO:0030672;GO:0043005;GO:0070161;GO:0005515;GO:0022857"
"3581","34133_at","GO:0030336;GO:0030336;GO:0031954;GO:0032486;GO:0032486;GO:0045893;GO:0061097;GO:0090557;GO:0090557;GO:0005737;GO:0005829;GO:0005886;GO:0005886;GO:0005886;GO:0005923;GO:0044291;GO:0055038;GO:0070062;GO:0070821;GO:0003713;GO:0003924;GO:0003925;GO:0005515;GO:0005525;GO:0005525;GO:0019003;GO:0019003"
"3582","34136_s_at","GO:0007186;GO:0050911;GO:0005886;GO:0016021;GO:0004930;GO:0004984"
"3583","34137_at","GO:0007186;GO:0050911;GO:0005886;GO:0016021;GO:0004930;GO:0004984"
"3584","34138_at","GO:0006936;GO:0007188;GO:0007212;GO:0005834;GO:0005886;GO:0001664;GO:0003924;GO:0005515;GO:0005525;GO:0031683;GO:0031821;GO:0031852;GO:0046872;GO:0051430"
"3585","34139_at","GO:0007186;GO:0007187;GO:0007218;GO:0008285;GO:0016477;GO:0030900;GO:0038170;GO:0070374;GO:0071385;GO:0090238;GO:0106072;GO:0005737;GO:0005886;GO:0005887;GO:0043005;GO:0004930;GO:0004994;GO:0005515;GO:0042277;GO:0042923"
"3586","34143_at","GO:0003009;GO:0006812;GO:0007165;GO:0007268;GO:0007271;GO:0007274;GO:0007528;GO:0019228;GO:0034220;GO:0042391;GO:0042391;GO:0046716;GO:0048630;GO:0050877;GO:0050881;GO:0050905;GO:0060079;GO:0070050;GO:0005886;GO:0005886;GO:0005886;GO:0005887;GO:0005892;GO:0009986;GO:0031594;GO:0031594;GO:0031594;GO:0043005;GO:0045202;GO:0045211;GO:0070161;GO:0099060;GO:0005216;GO:0005231;GO:0015464;GO:0022848;GO:0022848;GO:0022848;GO:0030594;GO:0042166;GO:1904315;GO:1904315;GO:1904315"
"3587","34144_at","GO:0001775;GO:0002224;GO:0002755;GO:0002755;GO:0006954;GO:0006955;GO:0007165;GO:0007250;GO:0010628;GO:0032717;GO:0032731;GO:0032755;GO:0034136;GO:0034150;GO:0035666;GO:0038124;GO:0042496;GO:0042742;GO:0043032;GO:0043123;GO:0043507;GO:0045087;GO:0045429;GO:0051092;GO:0071221;GO:0071726;GO:0071726;GO:0140052;GO:0140052;GO:1900017;GO:1900227;GO:1903223;GO:1903428;GO:1904646;GO:1904646;GO:0005794;GO:0005886;GO:0005886;GO:0005887;GO:0030670;GO:0035355;GO:0035355;GO:0043235;GO:0045121;GO:0001540;GO:0004888;GO:0005102;GO:0005515;GO:0035663;GO:0035663;GO:0038023;GO:0042802;GO:0042802;GO:0046982;GO:0050135;GO:0061809;GO:0071723;GO:0071723"
"3588","34145_at","GO:0001775;GO:0002224;GO:0002755;GO:0002755;GO:0006954;GO:0006955;GO:0007165;GO:0007250;GO:0010628;GO:0032717;GO:0032731;GO:0032755;GO:0034136;GO:0034150;GO:0035666;GO:0038124;GO:0042496;GO:0042742;GO:0043032;GO:0043123;GO:0043507;GO:0045087;GO:0045429;GO:0051092;GO:0071221;GO:0071726;GO:0071726;GO:0140052;GO:0140052;GO:1900017;GO:1900227;GO:1903223;GO:1903428;GO:1904646;GO:1904646;GO:0005794;GO:0005886;GO:0005886;GO:0005887;GO:0030670;GO:0035355;GO:0035355;GO:0043235;GO:0045121;GO:0001540;GO:0004888;GO:0005102;GO:0005515;GO:0035663;GO:0035663;GO:0038023;GO:0042802;GO:0042802;GO:0046982;GO:0050135;GO:0061809;GO:0071723;GO:0071723"
"3589","34146_at","GO:0002526;GO:0006284;GO:0006285;GO:0006355;GO:0006974;GO:0006979;GO:0007568;GO:0009314;GO:0009410;GO:0009416;GO:0032355;GO:0033683;GO:0043066;GO:0045007;GO:0045008;GO:0045471;GO:0051593;GO:0071276;GO:1901291;GO:0005634;GO:0005634;GO:0005654;GO:0005654;GO:0005759;GO:0005829;GO:0016363;GO:0016607;GO:0032991;GO:0003684;GO:0004519;GO:0005515;GO:0008017;GO:0008534;GO:0032357;GO:0034039;GO:0034039;GO:0140078"
"3590","34147_g_at","GO:0002526;GO:0006284;GO:0006285;GO:0006355;GO:0006974;GO:0006979;GO:0007568;GO:0009314;GO:0009410;GO:0009416;GO:0032355;GO:0033683;GO:0043066;GO:0045007;GO:0045008;GO:0045471;GO:0051593;GO:0071276;GO:1901291;GO:0005634;GO:0005634;GO:0005654;GO:0005654;GO:0005759;GO:0005829;GO:0016363;GO:0016607;GO:0032991;GO:0003684;GO:0004519;GO:0005515;GO:0008017;GO:0008534;GO:0032357;GO:0034039;GO:0034039;GO:0140078"
"3591","34148_at","GO:0001654;GO:0001654;GO:0002070;GO:0002088;GO:0003404;GO:0006357;GO:0007420;GO:0007601;GO:0009946;GO:0014016;GO:0021537;GO:0021798;GO:0021846;GO:0021978;GO:0021983;GO:0042127;GO:0045665;GO:0045892;GO:0045944;GO:0061074;GO:0070306;GO:0097402;GO:1901987;GO:1902692;GO:1902742;GO:1990086;GO:2000177;GO:0000785;GO:0005634;GO:0005667;GO:0000978;GO:0000978;GO:0000981;GO:0000981;GO:0001222;GO:0001228;GO:0005515;GO:1990837"
"3592","34150_at","GO:0006487;GO:0019082;GO:0000139;GO:0016021;GO:0008375;GO:0008454;GO:0046872"
"3593","34152_at","GO:0002031;GO:0007166;GO:0016056;GO:0043086;GO:0001750;GO:0001750;GO:0001917;GO:0005829;GO:0016020;GO:0001664;GO:0002046;GO:0004864;GO:0005515;GO:0051219"
"3594","34153_at","GO:0002031;GO:0007166;GO:0016056;GO:0043086;GO:0001750;GO:0001750;GO:0001917;GO:0005829;GO:0016020;GO:0001664;GO:0002046;GO:0004864;GO:0005515;GO:0051219"
"3595","34154_at","GO:0001666;GO:0006811;GO:0006816;GO:0006939;GO:0007165;GO:0007165;GO:0007268;GO:0007271;GO:0007601;GO:0007605;GO:0007612;GO:0007613;GO:0007626;GO:0008306;GO:0008542;GO:0014059;GO:0019233;GO:0021562;GO:0021631;GO:0021771;GO:0021952;GO:0030890;GO:0032225;GO:0033603;GO:0034220;GO:0035094;GO:0035095;GO:0035176;GO:0042053;GO:0042113;GO:0042220;GO:0042320;GO:0042391;GO:0045471;GO:0045759;GO:0048814;GO:0050877;GO:0050877;GO:0050890;GO:0051899;GO:0051963;GO:0060079;GO:0060084;GO:0095500;GO:1905144;GO:0005886;GO:0005887;GO:0005892;GO:0009897;GO:0016021;GO:0043005;GO:0044853;GO:0045202;GO:0070161;GO:0098981;GO:0099056;GO:0099060;GO:0005231;GO:0005515;GO:0015276;GO:0015464;GO:0022848;GO:0022848;GO:0022848;GO:0022848;GO:0030594;GO:0042166;GO:0042166;GO:0044877;GO:0050997;GO:1901363;GO:1904315"
"3596","34155_s_at","GO:0006583;GO:0006726;GO:0007601;GO:0008283;GO:0009411;GO:0009637;GO:0033280;GO:0042438;GO:0042438;GO:0043473;GO:0048538;GO:0051591;GO:0005634;GO:0005737;GO:0005764;GO:0005798;GO:0005829;GO:0016021;GO:0033162;GO:0042470;GO:0043231;GO:0048471;GO:0004503;GO:0004503;GO:0005507;GO:0005515;GO:0042802;GO:0042803"
"3597","34157_f_at","GO:0008150;GO:0000786;GO:0005634;GO:0005634;GO:0070062;GO:0003677;GO:0005515;GO:0019899;GO:0030527;GO:0046982"
"3598","34158_s_at","GO:0001504;GO:0006811;GO:0006836;GO:0006883;GO:0007268;GO:0007605;GO:0009410;GO:0009416;GO:0009449;GO:0009611;GO:0015804;GO:0015813;GO:0015813;GO:0021545;GO:0031223;GO:0046677;GO:0048667;GO:0050806;GO:0050885;GO:0051938;GO:0070633;GO:0070779;GO:0070779;GO:0070779;GO:0071314;GO:0071805;GO:0098712;GO:0098712;GO:0098712;GO:0140009;GO:0140009;GO:0140009;GO:0150104;GO:0150104;GO:1902476;GO:0005886;GO:0005886;GO:0005887;GO:0005887;GO:0009925;GO:0009986;GO:0016020;GO:0031410;GO:0043005;GO:0043025;GO:0045202;GO:0048471;GO:0098796;GO:0005313;GO:0005313;GO:0005314;GO:0005314;GO:0005314;GO:0005515;GO:0015175;GO:0015501;GO:0015501;GO:0015501;GO:0016595;GO:0046872"
"3599","34159_at","GO:0000768;GO:0000768;GO:0006949;GO:0007520;GO:0009653;GO:0005886;GO:0016021"
"3600","34160_at","GO:0001525;GO:0001738;GO:0001895;GO:0009612;GO:0010628;GO:0030335;GO:0035633;GO:0045214;GO:0048488;GO:0051492;GO:0051592;GO:0051893;GO:0070527;GO:0071346;GO:0090303;GO:0098974;GO:0120192;GO:0150111;GO:1902396;GO:0005615;GO:0005634;GO:0005829;GO:0005856;GO:0005856;GO:0005884;GO:0005884;GO:0005886;GO:0005886;GO:0005911;GO:0005925;GO:0016020;GO:0030016;GO:0031941;GO:0043296;GO:0044305;GO:0045335;GO:0070062;GO:0070062;GO:0072562;GO:0097433;GO:0098685;GO:0098871;GO:0099143;GO:0120220;GO:0005200;GO:0005515;GO:0005522;GO:0005524;GO:0031625;GO:0042802;GO:0098973"
"3601","34161_at","GO:0001580;GO:0006979;GO:0018969;GO:0042742;GO:0042742;GO:0042744;GO:0098869;GO:0005576;GO:0005615;GO:0005615;GO:0005737;GO:0016323;GO:0070062;GO:0004601;GO:0020037;GO:0036393;GO:0036393;GO:0046872;GO:0140825"
"3602","34162_at","GO:0006396;GO:0006979;GO:0010862;GO:0045893;GO:0060391;GO:0000932;GO:0005654;GO:0005829;GO:0010494;GO:0003713;GO:0003723;GO:0003723;GO:0003729;GO:0005515;GO:0008143;GO:0042803"
"3603","34163_g_at","GO:0006396;GO:0006979;GO:0010862;GO:0045893;GO:0060391;GO:0000932;GO:0005654;GO:0005829;GO:0010494;GO:0003713;GO:0003723;GO:0003723;GO:0003729;GO:0005515;GO:0008143;GO:0042803"
"3604","34165_at","GO:0001889;GO:0006351;GO:0006357;GO:0006366;GO:0007409;GO:0030154;GO:0030324;GO:0045944;GO:0050673;GO:0050680;GO:0000785;GO:0005575;GO:0005634;GO:0000978;GO:0000978;GO:0000981;GO:0000981;GO:0001228;GO:0003690;GO:0003700;GO:0043565;GO:1990837"
"3605","34166_at","GO:0006836;GO:0015824;GO:0035524;GO:0035725;GO:0005886;GO:0005887;GO:0016020;GO:0005298;GO:0005298;GO:0015193;GO:0015193"
"3606","34167_s_at","GO:0006836;GO:0015824;GO:0035524;GO:0035725;GO:0005886;GO:0005887;GO:0016020;GO:0005298;GO:0005298;GO:0015193;GO:0015193"
"3607","34168_at","GO:0006259;GO:0006303;GO:0006304;GO:0071897;GO:0005634;GO:0005634;GO:0005654;GO:0005829;GO:0003677;GO:0003887;GO:0003912;GO:0003912;GO:0005515;GO:0046872"
"3608","34169_s_at","GO:0001701;GO:0006629;GO:0006661;GO:0007165;GO:0036092;GO:0043087;GO:0043647;GO:0046855;GO:0046856;GO:0060271;GO:0061024;GO:0001750;GO:0005634;GO:0005737;GO:0005737;GO:0005764;GO:0005769;GO:0005795;GO:0005798;GO:0005802;GO:0005829;GO:0005886;GO:0005905;GO:0016020;GO:0030136;GO:0030670;GO:0031901;GO:0004439;GO:0004439;GO:0004445;GO:0005096;GO:0005515;GO:0031267;GO:0034485;GO:0034596;GO:0043813;GO:0052658;GO:0052659;GO:0052745;GO:0052745"
"3609","34170_s_at","GO:0001658;GO:0001889;GO:0001892;GO:0001947;GO:0003127;GO:0006816;GO:0006816;GO:0006874;GO:0007204;GO:0007259;GO:0007368;GO:0007507;GO:0008285;GO:0010628;GO:0016055;GO:0021510;GO:0021915;GO:0031587;GO:0034614;GO:0035502;GO:0035725;GO:0035725;GO:0035904;GO:0042127;GO:0042994;GO:0044782;GO:0045429;GO:0045737;GO:0045944;GO:0045944;GO:0050982;GO:0050982;GO:0051209;GO:0051209;GO:0051209;GO:0051262;GO:0051289;GO:0051290;GO:0051298;GO:0051649;GO:0051726;GO:0060315;GO:0060674;GO:0061333;GO:0061441;GO:0070588;GO:0071277;GO:0071320;GO:0071464;GO:0071470;GO:0071498;GO:0071805;GO:0071805;GO:0071805;GO:0071805;GO:0071910;GO:0072075;GO:0072164;GO:0072177;GO:0072208;GO:0072214;GO:0072218;GO:0072219;GO:0072235;GO:0072284;GO:0090279;GO:0098662;GO:0198738;GO:2000134;GO:0002133;GO:0002133;GO:0005737;GO:0005737;GO:0005783;GO:0005783;GO:0005789;GO:0005794;GO:0005829;GO:0005886;GO:0005887;GO:0005887;GO:0005911;GO:0005929;GO:0005929;GO:0009925;GO:0016020;GO:0016020;GO:0016323;GO:0030027;GO:0030659;GO:0031514;GO:0034703;GO:0036064;GO:0045180;GO:0060170;GO:0070062;GO:0071458;GO:0071556;GO:0072686;GO:0097730;GO:0005102;GO:0005102;GO:0005244;GO:0005245;GO:0005245;GO:0005248;GO:0005248;GO:0005248;GO:0005249;GO:0005261;GO:0005262;GO:0005267;GO:0005267;GO:0005267;GO:0005509;GO:0005509;GO:0005509;GO:0005515;GO:0008092;GO:0015271;GO:0022843;GO:0042802;GO:0042802;GO:0042803;GO:0042805;GO:0043398;GO:0044325;GO:0048763;GO:0051117;GO:0051219;GO:0051371"
"3610","34171_at","GO:0009966;GO:0043254;GO:0050821;GO:0061635;GO:0005789;GO:0005789;GO:0016020;GO:0016021;GO:0032991;GO:0005515;GO:0043022"
"3611","34172_s_at","GO:0006355;GO:0006397;GO:0007165;GO:0008380;GO:0042113;GO:0043484;GO:0043484;GO:0005634;GO:0005681;GO:0005829;GO:0005829;GO:0016607;GO:0016607;GO:0003723;GO:0005515;GO:0051018;GO:0051018"
"3612","34173_s_at","GO:0007411;GO:0007420;GO:0007605;GO:0098609;GO:0099054;GO:0005576;GO:0005886;GO:0005886;GO:0030424;GO:0098982;GO:0099026;GO:0098632"
"3613","34174_s_at","GO:0007166;GO:0007186;GO:0007189;GO:0007420;GO:0005887;GO:0016021;GO:0043005;GO:0004930;GO:0016524;GO:0030246"
"3614","34177_at","GO:0005975;GO:0006486;GO:0007613;GO:0007626;GO:0008542;GO:0021680;GO:0070085;GO:0000139;GO:0005654;GO:0005794;GO:0005794;GO:0016021;GO:0032580;GO:0043231;GO:0003831;GO:0003945;GO:0004461;GO:0008378;GO:0046872"
"3615","34178_at","GO:0006357;GO:0000785;GO:0005634;GO:0000977;GO:0000981;GO:0003677;GO:0005515;GO:0046872;GO:1990837"
"3616","34179_at","GO:0006357;GO:0000785;GO:0005634;GO:0000977;GO:0000981;GO:0003677;GO:0005515;GO:0046872;GO:1990837"
"3617","34180_at","GO:0022011;GO:0030036;GO:0035023;GO:0051056;GO:0051298;GO:0051496;GO:0051496;GO:0090307;GO:0090307;GO:0090630;GO:0005813;GO:0005813;GO:0005829;GO:0005829;GO:0005085;GO:0005085;GO:0005515;GO:0019894"
"3618","34181_at","GO:0006508;GO:0006517;GO:0006517;GO:0006517;GO:0005576;GO:0005615;GO:0005737;GO:0005764;GO:0005764;GO:0005783;GO:0035578;GO:0003948;GO:0003948;GO:0003948;GO:0005515;GO:0008233"
"3619","34182_at","GO:0003279;GO:0006024;GO:0006477;GO:0006954;GO:0007585;GO:0008283;GO:0008543;GO:0015014;GO:0015014;GO:0030210;GO:0030900;GO:0030901;GO:0035904;GO:0043410;GO:0045880;GO:0048702;GO:0048703;GO:0060976;GO:0000139;GO:0005794;GO:0016021;GO:0032588;GO:0005515;GO:0015016;GO:0015016;GO:0015016;GO:0015016;GO:0019213;GO:0050119;GO:0102140;GO:0102140"
"3620","34183_at","GO:0051255;GO:0005634;GO:0005737;GO:0030496;GO:0051233;GO:0008017"
"3621","34184_at","GO:0000226;GO:0001708;GO:0007026;GO:0007389;GO:0007399;GO:0016055;GO:0016477;GO:0043161;GO:0045595;GO:0045732;GO:0090090;GO:0090090;GO:0090090;GO:0090630;GO:0005737;GO:0005794;GO:0005829;GO:0005881;GO:0005881;GO:0005884;GO:0015630;GO:0016342;GO:0016342;GO:0030496;GO:0030877;GO:0030877;GO:0031258;GO:0045171;GO:0048471;GO:0098794;GO:0005515;GO:0008013;GO:0008013;GO:0008017;GO:0045295"
"3622","34185_at","GO:0010468;GO:0043488;GO:0048025;GO:0051252;GO:0005634;GO:0005737;GO:0005829;GO:0005829;GO:1990904;GO:0003677;GO:0003723;GO:0003723;GO:0003729;GO:0003730"
"3623","34186_at","GO:0010468;GO:0043488;GO:0048025;GO:0051252;GO:0005634;GO:0005737;GO:0005829;GO:0005829;GO:1990904;GO:0003677;GO:0003723;GO:0003723;GO:0003729;GO:0003730"
"3624","34187_at","GO:0006396;GO:0005634;GO:0005829;GO:1990904;GO:0003723;GO:0003723;GO:0003730;GO:0008143;GO:0008266"
"3625","34188_at","GO:0001818;GO:0003056;GO:0003407;GO:0006874;GO:0007420;GO:0007568;GO:0008217;GO:0009409;GO:0030501;GO:0034220;GO:0051480;GO:0051480;GO:0051481;GO:0051481;GO:0051928;GO:0071305;GO:0071386;GO:0099509;GO:1900076;GO:1901660;GO:1903779;GO:1990034;GO:0001772;GO:0005654;GO:0005886;GO:0005886;GO:0005887;GO:0009898;GO:0016020;GO:0016323;GO:0016324;GO:0030285;GO:0032591;GO:0032809;GO:0043231;GO:0045121;GO:0070062;GO:0070161;GO:0098978;GO:0098978;GO:0098982;GO:0098982;GO:0099056;GO:0099059;GO:0005388;GO:0005388;GO:0005515;GO:0005516;GO:0005524;GO:0015085;GO:0016887;GO:0019829;GO:0030165;GO:0046872;GO:1905056;GO:1905056"
"3626","34189_at","GO:0007265;GO:0010629;GO:0045869;GO:0051567;GO:0070828;GO:0090309;GO:0090309;GO:0090309;GO:0005634;GO:0005634;GO:0005654;GO:0005654;GO:0005694;GO:0005737;GO:0043231;GO:0003677;GO:0003682;GO:0005515;GO:0008270;GO:0018024;GO:0046974;GO:0046974;GO:1990841"
"3627","34190_at","GO:0007605;GO:0008360;GO:0042742;GO:0045089;GO:0005576;GO:0062023;GO:0062023;GO:0005515;GO:0005518"
"3628","34191_at","GO:0000184;GO:0000290;GO:0006402;GO:0032211;GO:0043488;GO:0043928;GO:0071044;GO:0090503;GO:1904872;GO:0000932;GO:0000932;GO:0005654;GO:0005737;GO:0005829;GO:0016442;GO:0030054;GO:0036464;GO:0004534;GO:0005515;GO:0016896;GO:0030145;GO:0050072;GO:0050072;GO:0070034"
"3629","34192_at","GO:0001675;GO:0006869;GO:0007030;GO:0007399;GO:0007417;GO:0016192;GO:0031175;GO:0032458;GO:0036438;GO:0060612;GO:0000139;GO:0002080;GO:0032266"
"3630","34193_at","GO:0001764;GO:0007155;GO:0007165;GO:0007411;GO:0008344;GO:0035640;GO:0043524;GO:0050890;GO:0005886;GO:0016021;GO:0030425;GO:0045177;GO:0070062;GO:0002020"
"3631","34194_at","GO:0006821;GO:0007565;GO:0007601;GO:0007605;GO:0034765;GO:0050896;GO:1902476;GO:0005794;GO:0005815;GO:0005938;GO:0015629;GO:0016324;GO:0032421;GO:0034707;GO:0070062;GO:0005244;GO:0005254;GO:0005515"
"3632","34195_at","GO:0006325;GO:0006338;GO:0006355;GO:0005634;GO:0005634;GO:0005654;GO:0008270;GO:0043565"
"3633","34196_at","GO:0006325;GO:0006338;GO:0006355;GO:0005634;GO:0005634;GO:0005654;GO:0008270;GO:0043565"
"3634","34197_at","GO:0001678;GO:0006955;GO:0008286;GO:0010506;GO:0014065;GO:0015031;GO:0030183;GO:0030217;GO:0030833;GO:0032869;GO:0034976;GO:0042307;GO:0043409;GO:0043551;GO:0045785;GO:0045944;GO:0046854;GO:0051492;GO:1903076;GO:0005634;GO:0005829;GO:0005925;GO:0005942;GO:0005943;GO:0005943;GO:0001784;GO:0005515;GO:0019903;GO:0030971;GO:0036312;GO:0046935;GO:0046982"
"3635","34198_at","GO:0001933;GO:0006470;GO:0014066;GO:0035335;GO:0035335;GO:0001650;GO:0005634;GO:0005634;GO:0005654;GO:0005654;GO:0005737;GO:0005737;GO:0005829;GO:0005856;GO:0005886;GO:0005886;GO:0030027;GO:0043005;GO:0044297;GO:0070062;GO:0004725;GO:0004725;GO:0004725;GO:0005515;GO:0036312;GO:0036312"
"3636","34199_at","GO:0006886;GO:0006888;GO:0032374;GO:0042632;GO:0050714;GO:0090110;GO:0090110;GO:0005789;GO:0005829;GO:0012507;GO:0030127;GO:0030127;GO:0070971;GO:0000149;GO:0005515;GO:0008270;GO:0008270"
"3637","341_at","GO:0002693;GO:0006357;GO:0006935;GO:0006954;GO:0006955;GO:0007186;GO:0007186;GO:0007567;GO:0009609;GO:0010863;GO:0031663;GO:0032755;GO:0032760;GO:0032959;GO:0035589;GO:0043315;GO:0045056;GO:0045727;GO:0045776;GO:0048015;GO:0048661;GO:0060732;GO:0071258;GO:0071320;GO:0071398;GO:0071548;GO:1902943;GO:1903238;GO:1904058;GO:1904300;GO:1904303;GO:1904306;GO:1904317;GO:0005886;GO:0005887;GO:0016021;GO:0030667;GO:0070821;GO:0001530;GO:0001875;GO:0004930;GO:0004992;GO:0005515;GO:0005543;GO:0045028;GO:0051019"
"3638","34200_at","GO:0006821;GO:0006821;GO:0006884;GO:0007165;GO:0009612;GO:0034220;GO:1902476;GO:0005765;GO:0010008;GO:0016021;GO:0031902;GO:0043231;GO:0005247;GO:0005247;GO:0005524;GO:0015108;GO:0015297"
"3639","34201_at","GO:0008284;GO:0009408;GO:0042026;GO:0042026;GO:0005737;GO:0005829;GO:0005829;GO:0005829;GO:0016020;GO:0070062;GO:0001671;GO:0005515;GO:0005524;GO:0030544;GO:0046872;GO:0051082;GO:0051087;GO:0051087"
"3640","34202_at","GO:0002089;GO:0007156;GO:0007156;GO:0007157;GO:0007286;GO:0009566;GO:0060042;GO:0061951;GO:1902414;GO:0005886;GO:0005886;GO:0005911;GO:0005912;GO:0043296;GO:0044291;GO:0098686;GO:0099061;GO:0005515;GO:0042803;GO:0050839"
"3641","34203_at","GO:0006940;GO:0031032;GO:1904706;GO:0005856;GO:0005856;GO:0005925;GO:0003779;GO:0005515;GO:0005516"
