"","gene","GO"
"2594","32980_f_at","GO:0002227;GO:0006334;GO:0006334;GO:0019731;GO:0050830;GO:0061844;GO:0000786;GO:0005615;GO:0005634;GO:0005654;GO:0005654;GO:0005829;GO:0070062;GO:0003677;GO:0003677;GO:0005515;GO:0030527;GO:0042802;GO:0046982"
"2595","32981_at","GO:0006811;GO:0051453;GO:0071805;GO:0098719;GO:0098719;GO:1902600;GO:0005886;GO:0005886;GO:0005886;GO:0005886;GO:0005903;GO:0009986;GO:0016021;GO:0016324;GO:0016324;GO:0031526;GO:0031526;GO:0070062;GO:0070062;GO:0005515;GO:0015385;GO:0015385;GO:0015385;GO:0015385;GO:0015386;GO:0030165"
"2596","32983_at","GO:0001996;GO:0007186;GO:0007188;GO:0007200;GO:0007204;GO:0007267;GO:0035556;GO:0043410;GO:0043410;GO:0045907;GO:0055117;GO:0071880;GO:0150099;GO:0005634;GO:0005737;GO:0005886;GO:0005886;GO:0005887;GO:0005901;GO:0031965;GO:0004930;GO:0004937;GO:0005515;GO:0046982"
"2597","32985_at","GO:0000122;GO:0001657;GO:0001658;GO:0001822;GO:0003281;GO:0003337;GO:0006357;GO:0007507;GO:0008406;GO:0021553;GO:0021889;GO:0021983;GO:0030177;GO:0030325;GO:0031129;GO:0042733;GO:0045892;GO:0045893;GO:0045944;GO:0048566;GO:0060173;GO:0061034;GO:0072073;GO:0072092;GO:0000792;GO:0005634;GO:0005634;GO:0005654;GO:0005737;GO:0010369;GO:0000978;GO:0000981;GO:0001227;GO:0005515;GO:0008013;GO:0046872"
"2598","32986_s_at","GO:0006357;GO:0007179;GO:0009653;GO:0030154;GO:0030509;GO:0030509;GO:0030509;GO:0060395;GO:0060395;GO:0060395;GO:0071773;GO:1901522;GO:0000785;GO:0005634;GO:0005634;GO:0005654;GO:0005654;GO:0005737;GO:0005829;GO:0005829;GO:0071141;GO:0071144;GO:0000978;GO:0000978;GO:0000981;GO:0000981;GO:0005515;GO:0046872;GO:0070411"
"2599","32987_at","GO:0007548;GO:0034508;GO:0000776;GO:0000776;GO:0005654;GO:0005829;GO:0005829;GO:0005829;GO:0016604;GO:0016604;GO:0005515"
"2600","32988_at","GO:0006821;GO:0030321;GO:0034765;GO:0070293;GO:1902476;GO:0005886;GO:0005887;GO:0034707;GO:0005247;GO:0042802;GO:0046872"
"2601","32989_at","GO:0006357;GO:0006955;GO:0000785;GO:0005654;GO:0043231;GO:0000978;GO:0000981;GO:0000981;GO:0005515;GO:1990837"
"2602","32990_at","GO:0003333;GO:0007420;GO:0009410;GO:0015718;GO:0015734;GO:0035725;GO:0051936;GO:0005737;GO:0005886;GO:0005887;GO:0016021;GO:0043005;GO:0098982;GO:0099055;GO:0099056;GO:0005332;GO:0005332;GO:0005332;GO:0005369;GO:0008028;GO:0042165"
"2603","32991_f_at","GO:0070166;GO:0005576;GO:0062023;GO:0062023;GO:0030345;GO:0030345"
"2604","32993_s_at","GO:0003341;GO:0006457;GO:0036158;GO:0036158;GO:0036158;GO:0036159;GO:0036159;GO:0036159;GO:0044458;GO:0044458;GO:0061512;GO:1905505;GO:0005737;GO:0005737;GO:0016324;GO:0034451;GO:0034451;GO:0120293;GO:0005515;GO:0044183;GO:0046872;GO:0060090"
"2605","32994_at","GO:0035556;GO:0051865;GO:2001214;GO:0005829;GO:0031462;GO:0031466;GO:0004842;GO:0031625;GO:0061630"
"2606","32995_at","GO:0035556;GO:0051865;GO:2001214;GO:0005829;GO:0031462;GO:0031466;GO:0004842;GO:0031625;GO:0061630"
"2607","32996_g_at","GO:0035556;GO:0051865;GO:2001214;GO:0005829;GO:0031462;GO:0031466;GO:0004842;GO:0031625;GO:0061630"
"2608","32998_at","GO:0001764;GO:0007186;GO:0007200;GO:0007409;GO:0030900;GO:0038188;GO:0046883;GO:0005654;GO:0005829;GO:0005886;GO:0005886;GO:0005887;GO:0016020;GO:0004930;GO:0004951;GO:0004951;GO:0017046"
"2609","32999_at","GO:0008150;GO:0045109;GO:0048469;GO:0070307;GO:0005737;GO:0005737;GO:0005882;GO:0005882;GO:0005886;GO:0005938;GO:0005200;GO:0005212;GO:0005515"
"2610","329_s_at","GO:0000132;GO:0000132;GO:0000132;GO:0000132;GO:0001578;GO:0006997;GO:0007059;GO:0030513;GO:0030953;GO:0030953;GO:0031116;GO:0032388;GO:0045618;GO:0051301;GO:0051321;GO:0051798;GO:0051984;GO:0055048;GO:0060236;GO:0060236;GO:0090235;GO:1902365;GO:1902846;GO:1904778;GO:1905820;GO:1905832;GO:0000139;GO:0000922;GO:0000922;GO:0005634;GO:0005654;GO:0005654;GO:0005694;GO:0005813;GO:0005813;GO:0005819;GO:0005829;GO:0005829;GO:0005876;GO:0005876;GO:0005938;GO:0016328;GO:0016363;GO:0019897;GO:0030425;GO:0031616;GO:0032991;GO:0032991;GO:0035371;GO:0036449;GO:0043025;GO:0055028;GO:0061673;GO:0070062;GO:0072686;GO:0097427;GO:0097431;GO:0097431;GO:0097575;GO:0099738;GO:1905720;GO:1990023;GO:0005198;GO:0005515;GO:0008017;GO:0008017;GO:0008022;GO:0015631;GO:0019904;GO:0035091;GO:0044877;GO:0051010;GO:0051011;GO:0070840;GO:0097718"
"2611","33000_at","GO:0006911;GO:0033005;GO:0046718;GO:0005886;GO:0009986;GO:0016021;GO:0031514;GO:0001618;GO:0001618;GO:0001786;GO:0005515"
"2612","33001_s_at","GO:0008544;GO:0018149;GO:0036211;GO:0005737;GO:0005886;GO:0003810;GO:0005515;GO:0046872"
"2613","33002_at","GO:0001771;GO:0007015;GO:0007165;GO:0007172;GO:0007173;GO:0007176;GO:0008285;GO:0016477;GO:0030032;GO:0030838;GO:0033137;GO:0036493;GO:0042102;GO:0042110;GO:0045944;GO:0048013;GO:0060996;GO:1902237;GO:1903898;GO:1903912;GO:1903912;GO:1990441;GO:0005737;GO:0005737;GO:0005783;GO:0005829;GO:0012506;GO:0014069;GO:0001784;GO:0005515;GO:0008093;GO:0030159;GO:0030971;GO:0035591;GO:0035591;GO:0044877;GO:0097110"
"2614","33003_at","GO:0001771;GO:0007015;GO:0007165;GO:0007172;GO:0007173;GO:0007176;GO:0008285;GO:0016477;GO:0030032;GO:0030838;GO:0033137;GO:0036493;GO:0042102;GO:0042110;GO:0045944;GO:0048013;GO:0060996;GO:1902237;GO:1903898;GO:1903912;GO:1903912;GO:1990441;GO:0005737;GO:0005737;GO:0005783;GO:0005829;GO:0012506;GO:0014069;GO:0001784;GO:0005515;GO:0008093;GO:0030159;GO:0030971;GO:0035591;GO:0035591;GO:0044877;GO:0097110"
"2615","33004_g_at","GO:0001771;GO:0007015;GO:0007165;GO:0007172;GO:0007173;GO:0007176;GO:0008285;GO:0016477;GO:0030032;GO:0030838;GO:0033137;GO:0036493;GO:0042102;GO:0042110;GO:0045944;GO:0048013;GO:0060996;GO:1902237;GO:1903898;GO:1903912;GO:1903912;GO:1990441;GO:0005737;GO:0005737;GO:0005783;GO:0005829;GO:0012506;GO:0014069;GO:0001784;GO:0005515;GO:0008093;GO:0030159;GO:0030971;GO:0035591;GO:0035591;GO:0044877;GO:0097110"
"2616","33006_at","GO:0010951;GO:0005576;GO:0004867;GO:0005515"
"2617","33007_at","GO:0008284;GO:0010922;GO:0015031;GO:0032417;GO:0042307;GO:0045944;GO:0070886;GO:0071277;GO:0005634;GO:0005654;GO:0005730;GO:0005737;GO:0005829;GO:0005886;GO:0005886;GO:0005509;GO:0005515"
"2618","33008_at","GO:0007165;GO:0007186;GO:0050911;GO:0005886;GO:0016021;GO:0004930;GO:0004984"
"2619","33009_at","GO:0000165;GO:0006468;GO:0038095;GO:0071260;GO:0005737;GO:0005829;GO:0004672;GO:0004674;GO:0004674;GO:0004709;GO:0004709;GO:0005515;GO:0005524;GO:0008270;GO:0019901;GO:0106310"
"2620","33010_at","GO:0006814;GO:1904659;GO:0005886;GO:0016021;GO:0005412;GO:0005515"
"2621","33011_at","GO:0007166;GO:0007186;GO:0007200;GO:0007218;GO:0007600;GO:0042391;GO:0005886;GO:0005886;GO:0005887;GO:0004930;GO:0016492"
"2622","33012_at","GO:0006955;GO:0007165;GO:0007267;GO:0042129;GO:0043374;GO:0045944;GO:0050830;GO:0005615;GO:0005886;GO:0005887;GO:0005102;GO:0005125;GO:0005164;GO:0005515"
"2623","33013_at","GO:0006006;GO:0006086;GO:0006090;GO:0006099;GO:0005634;GO:0005730;GO:0005739;GO:0005739;GO:0005759;GO:0004739;GO:0004739;GO:0005515;GO:0034604"
"2624","33014_at","GO:0000122;GO:0000122;GO:0006357;GO:0000785;GO:0005634;GO:0005634;GO:0005654;GO:0005654;GO:0000976;GO:0000978;GO:0000981;GO:0000981;GO:0001227;GO:0003700;GO:0005515;GO:0043565"
"2625","33016_at","GO:0032367;GO:0034389;GO:0043353;GO:0098739;GO:0140484;GO:0005783;GO:0005783;GO:0005789;GO:0005886;GO:0016021;GO:0031090;GO:0005515;GO:0015485;GO:0015485;GO:0140485"
"2626","33017_at","GO:0001503;GO:0002042;GO:0002062;GO:0002430;GO:0006501;GO:0006507;GO:0006507;GO:0006507;GO:0008285;GO:0008286;GO:0009749;GO:0010595;GO:0010694;GO:0010867;GO:0010897;GO:0010907;GO:0010983;GO:0032869;GO:0035701;GO:0035774;GO:0043065;GO:0046470;GO:0046470;GO:0051044;GO:0051047;GO:0070633;GO:0071277;GO:0071397;GO:0071401;GO:0071466;GO:0071467;GO:0097241;GO:1900076;GO:0005576;GO:0005615;GO:0005615;GO:0005737;GO:0005737;GO:0005765;GO:0031012;GO:0031012;GO:0043231;GO:0070062;GO:0004621;GO:0004621;GO:0004621;GO:0004630;GO:0017080"
"2627","33018_at","GO:0006334;GO:0006334;GO:0006335;GO:0032200;GO:0040029;GO:0000228;GO:0000786;GO:0000786;GO:0005576;GO:0005634;GO:0005634;GO:0005654;GO:0016020;GO:0032991;GO:0070062;GO:0003677;GO:0005515;GO:0030527;GO:0045296;GO:0046982"
"2628","33019_at","GO:0000122;GO:0000209;GO:0000209;GO:0000209;GO:0000266;GO:0000422;GO:0000422;GO:0000422;GO:0000423;GO:0001933;GO:0001933;GO:0001964;GO:0006511;GO:0006511;GO:0006511;GO:0006511;GO:0006511;GO:0006513;GO:0006513;GO:0006979;GO:0007005;GO:0007417;GO:0007612;GO:0008344;GO:0010498;GO:0010506;GO:0010628;GO:0010629;GO:0010636;GO:0010637;GO:0010821;GO:0010821;GO:0010821;GO:0010821;GO:0010906;GO:0010994;GO:0014059;GO:0016236;GO:0016567;GO:0016567;GO:0016579;GO:0030163;GO:0031396;GO:0031396;GO:0031647;GO:0031648;GO:0032092;GO:0032232;GO:0032368;GO:0032436;GO:0032436;GO:0033132;GO:0034620;GO:0034976;GO:0035249;GO:0035519;GO:0036503;GO:0042053;GO:0042415;GO:0042417;GO:0042981;GO:0043123;GO:0043123;GO:0043161;GO:0043388;GO:0043524;GO:0044314;GO:0044828;GO:0045732;GO:0045944;GO:0046329;GO:0046676;GO:0050821;GO:0051582;GO:0051583;GO:0051865;GO:0051881;GO:0055069;GO:0060548;GO:0060828;GO:0061734;GO:0070050;GO:0070534;GO:0070534;GO:0070534;GO:0070585;GO:0070842;GO:0070936;GO:0070979;GO:0071287;GO:0085020;GO:0085020;GO:0090090;GO:0090090;GO:0090141;GO:0090201;GO:0097237;GO:0098779;GO:0098779;GO:0099074;GO:1900407;GO:1900407;GO:1900407;GO:1900407;GO:1901215;GO:1901800;GO:1902236;GO:1902236;GO:1902254;GO:1902283;GO:1902530;GO:1902803;GO:1903202;GO:1903202;GO:1903214;GO:1903265;GO:1903351;GO:1903377;GO:1903382;GO:1903542;GO:1903599;GO:1903861;GO:1904049;GO:1905281;GO:1905366;GO:1905477;GO:1905477;GO:1990000;GO:2000377;GO:2000378;GO:0000151;GO:0000151;GO:0005634;GO:0005737;GO:0005737;GO:0005739;GO:0005739;GO:0005741;GO:0005783;GO:0005783;GO:0005794;GO:0005794;GO:0005829;GO:0005829;GO:0005829;GO:0005829;GO:0014069;GO:0016235;GO:0016607;GO:0043005;GO:0048471;GO:0070161;GO:0097413;GO:0098793;GO:0099073;GO:1990452;GO:0001664;GO:0003714;GO:0003779;GO:0004842;GO:0004842;GO:0005515;GO:0008013;GO:0008270;GO:0015631;GO:0017124;GO:0019899;GO:0019900;GO:0019901;GO:0030165;GO:0030544;GO:0031072;GO:0031624;GO:0031624;GO:0031624;GO:0031625;GO:0031625;GO:0042802;GO:0042826;GO:0043130;GO:0043274;GO:0044877;GO:0051087;GO:0061630;GO:0061630;GO:0061630;GO:0061630;GO:0061630;GO:0097602;GO:1990381;GO:1990444"
"2629","33020_at","GO:0006355;GO:0006357;GO:0009953;GO:0030182;GO:0030182;GO:0045944;GO:0045944;GO:0071542;GO:0000785;GO:0005634;GO:0005634;GO:0000977;GO:0000977;GO:0000981;GO:0000981;GO:0000981;GO:0003700;GO:0005515;GO:0046872;GO:1990837"
"2630","33022_at","GO:0006629;GO:0008202;GO:0008202;GO:0022900;GO:0042572;GO:0042572;GO:0005789;GO:0005789;GO:0016021;GO:0043231;GO:0043231;GO:0004745;GO:0004745;GO:0004745;GO:0009055;GO:0016229;GO:0016491;GO:0042802;GO:0047023;GO:0047044"
"2631","33024_at","GO:0002003;GO:0022617;GO:0030163;GO:0030901;GO:0034769;GO:0045766;GO:0050727;GO:0071333;GO:0140447;GO:0005576;GO:0005576;GO:0005615;GO:0005829;GO:0030141;GO:0036464;GO:0062023;GO:0004175;GO:0004252;GO:0004252;GO:0008236;GO:0042277"
"2632","33025_at","GO:0030308;GO:0035556;GO:0005634;GO:0005694;GO:0005730;GO:0005737;GO:0003674;GO:0005515"
"2633","33028_at","GO:0001504;GO:0007268;GO:0035725;GO:0060012;GO:0060012;GO:1903804;GO:1903804;GO:0005768;GO:0005886;GO:0005886;GO:0005886;GO:0005887;GO:0016021;GO:0031045;GO:0098690;GO:0099056;GO:0015375;GO:0015375;GO:0015375;GO:0015375;GO:0046872"
"2634","33029_at","GO:0006497;GO:0006665;GO:0010628;GO:0019369;GO:0019369;GO:0019369;GO:0019372;GO:0019372;GO:0019372;GO:0034440;GO:0043410;GO:0043651;GO:0043651;GO:0046513;GO:0051122;GO:0051122;GO:0061436;GO:0070257;GO:0005829;GO:0005829;GO:0043231;GO:0048471;GO:0048471;GO:0004052;GO:0004052;GO:0005506;GO:0016702;GO:0016702;GO:0016829;GO:0016853;GO:0047677;GO:0106237;GO:1990136"
"2635","33030_at","GO:0000122;GO:0006334;GO:0030261;GO:0045910;GO:0080182;GO:0098532;GO:0000785;GO:0000786;GO:0000791;GO:0005634;GO:0003690;GO:0003723;GO:0030527;GO:0031490;GO:0031492"
"2636","33033_at","GO:0016241;GO:1902600;GO:0000221;GO:0005829;GO:0016471;GO:0030285;GO:0030665;GO:0042470;GO:0005515;GO:0016887;GO:0046961"
"2637","33034_at","GO:0006508;GO:0007165;GO:0005887;GO:0016020;GO:0004252;GO:0005515"
"2638","33035_at","GO:0000077;GO:0031929;GO:0032515;GO:0043666;GO:0005829;GO:0005515"
"2639","33036_at","GO:0006811;GO:0006874;GO:0007166;GO:0009409;GO:0009410;GO:0010033;GO:0014070;GO:0019233;GO:0048265;GO:0050955;GO:0050966;GO:0050968;GO:0051209;GO:0051289;GO:0070301;GO:0070588;GO:0070588;GO:0071310;GO:0005886;GO:0005887;GO:0032421;GO:0005262;GO:0015267;GO:0015278;GO:0015278;GO:0042802;GO:0097604"
"2640","33037_at","GO:0005976;GO:0006044;GO:0006044;GO:0006790;GO:0006790;GO:0030206;GO:0030206;GO:0030206;GO:0000139;GO:0005802;GO:0016021;GO:0016021;GO:0001517;GO:0001517;GO:0008459;GO:0008459;GO:0008459"
"2641","33039_at","GO:0001920;GO:0001920;GO:0002250;GO:0006968;GO:0007165;GO:0007169;GO:0050850;GO:0050862;GO:0050862;GO:0051051;GO:0005886;GO:0005886;GO:0005887;GO:0034451;GO:0042101;GO:0042101;GO:0072686;GO:0005068;GO:0005515"
"2642","33040_at","GO:0008150;GO:0005886;GO:0016021;GO:0003674"
"2643","33041_at","GO:0001570;GO:0006936;GO:0007043;GO:0007267;GO:0007268;GO:0007601;GO:0016264;GO:0034220;GO:0048468;GO:0048738;GO:0086014;GO:0086021;GO:0086053;GO:0005789;GO:0005886;GO:0005921;GO:0005922;GO:0005922;GO:0014704;GO:0016021;GO:0045202;GO:0005216;GO:0005243;GO:0005515;GO:0086020;GO:0086077"
"2644","33043_at","GO:0006511;GO:0016579;GO:0036211;GO:0060627;GO:0090630;GO:0005737;GO:0005764;GO:0005886;GO:0055037;GO:0003676;GO:0004197;GO:0004843;GO:0005096;GO:0005515;GO:0005516"
"2645","33044_f_at","GO:0001701;GO:0006357;GO:0007417;GO:0007420;GO:0009410;GO:0009791;GO:0021796;GO:0021895;GO:0030182;GO:0048854;GO:0048872;GO:0060019;GO:0060563;GO:0070445;GO:1990138;GO:0000785;GO:0005634;GO:0005634;GO:0005694;GO:0005730;GO:0005737;GO:0000978;GO:0000981;GO:0000981;GO:0005515;GO:1990837"
"2646","33045_r_at","GO:0001701;GO:0006357;GO:0007417;GO:0007420;GO:0009410;GO:0009791;GO:0021796;GO:0021895;GO:0030182;GO:0048854;GO:0048872;GO:0060019;GO:0060563;GO:0070445;GO:1990138;GO:0000785;GO:0005634;GO:0005634;GO:0005694;GO:0005730;GO:0005737;GO:0000978;GO:0000981;GO:0000981;GO:0005515;GO:1990837"
"2647","33046_f_at","GO:0001701;GO:0006357;GO:0007417;GO:0007420;GO:0009410;GO:0009791;GO:0021796;GO:0021895;GO:0030182;GO:0048854;GO:0048872;GO:0060019;GO:0060563;GO:0070445;GO:1990138;GO:0000785;GO:0005634;GO:0005634;GO:0005694;GO:0005730;GO:0005737;GO:0000978;GO:0000981;GO:0000981;GO:0005515;GO:1990837"
"2648","33047_at","GO:0001701;GO:0001782;GO:0001822;GO:0002262;GO:0006915;GO:0007127;GO:0007160;GO:0007283;GO:0007420;GO:0008584;GO:0008630;GO:0030879;GO:0031334;GO:0031334;GO:0034263;GO:0034976;GO:0035148;GO:0042475;GO:0042981;GO:0042981;GO:0043029;GO:0043065;GO:0043065;GO:0043280;GO:0043525;GO:0043583;GO:0045787;GO:0046620;GO:0048066;GO:0048070;GO:0048536;GO:0048538;GO:0048563;GO:0070234;GO:0070242;GO:0071385;GO:0071392;GO:0090200;GO:0090200;GO:0097192;GO:1902110;GO:1902237;GO:1902263;GO:1903896;GO:1904646;GO:2000271;GO:0005739;GO:0005741;GO:0005829;GO:0012505;GO:0019898;GO:0097136;GO:0005515;GO:0008017;GO:0019901;GO:0060090"
"2649","33048_at","GO:0042984;GO:0060168;GO:0070374;GO:1900451;GO:1904021;GO:1905477;GO:0005737;GO:0005886;GO:0030424;GO:0030425;GO:0005509;GO:0005515;GO:0031687;GO:0031802"
"2650","33049_at","GO:0006334;GO:0006334;GO:0006335;GO:0032200;GO:0045653;GO:0061644;GO:0000228;GO:0000781;GO:0000786;GO:0000786;GO:0000786;GO:0005576;GO:0005634;GO:0005634;GO:0005654;GO:0016020;GO:0032991;GO:0043505;GO:0070062;GO:0003677;GO:0003677;GO:0003723;GO:0005515;GO:0019904;GO:0030527;GO:0046982"
"2651","33051_at","GO:0007165;GO:0007214;GO:0007268;GO:0034220;GO:0042391;GO:0050877;GO:0060079;GO:0099505;GO:1902476;GO:0005886;GO:0005887;GO:0034707;GO:0043005;GO:0045202;GO:0045211;GO:0070161;GO:0098978;GO:0098982;GO:1902711;GO:0004890;GO:0005231;GO:0005254;GO:0019904;GO:0030594;GO:0042802;GO:0044877;GO:0099507;GO:1904315"
"2652","33052_at","GO:0001516;GO:0002532;GO:0006644;GO:0006658;GO:0007411;GO:0009566;GO:0010744;GO:0010884;GO:0019369;GO:0031069;GO:0032308;GO:0034374;GO:0034638;GO:0036335;GO:0042116;GO:0042632;GO:0043030;GO:0043249;GO:0043433;GO:0043433;GO:0046337;GO:0046470;GO:0046471;GO:0046473;GO:0050482;GO:0050728;GO:0051247;GO:0051607;GO:0051977;GO:0062234;GO:0090238;GO:0090370;GO:1900016;GO:1990830;GO:2000344;GO:0001669;GO:0005576;GO:0005615;GO:0005764;GO:0003847;GO:0004620;GO:0004623;GO:0005509;GO:0005515;GO:0005543;GO:0047498;GO:0047498"
"2653","33053_at","GO:0000038;GO:0001676;GO:0006631;GO:0006637;GO:0006637;GO:0005829;GO:0005829;GO:0016290;GO:0047617;GO:0047617;GO:0052689;GO:0102991"
"2654","33054_at","GO:0007018;GO:0060285;GO:0005858;GO:0005874;GO:0030286;GO:0097729;GO:0003777;GO:0005524;GO:0008569;GO:0045505;GO:0051959"
"2655","33055_at","GO:0006699;GO:0006699;GO:0006699;GO:0008203;GO:0016125;GO:0030520;GO:0033147;GO:0035754;GO:0042632;GO:0050673;GO:0050679;GO:0060740;GO:0005789;GO:0016021;GO:0005506;GO:0008395;GO:0008396;GO:0008396;GO:0008396;GO:0020037;GO:0033782;GO:0033783;GO:0047092"
"2656","33056_at","GO:0006309;GO:0008150;GO:0090502;GO:0005634;GO:0005739;GO:0005743;GO:0005743;GO:0032991;GO:0000014;GO:0003676;GO:0004519;GO:0004519;GO:0004519;GO:0004521;GO:0008409;GO:0008409;GO:0046872"
"2657","33057_g_at","GO:0006309;GO:0008150;GO:0090502;GO:0005634;GO:0005739;GO:0005743;GO:0005743;GO:0032991;GO:0000014;GO:0003676;GO:0004519;GO:0004519;GO:0004519;GO:0004521;GO:0008409;GO:0008409;GO:0046872"
"2658","33058_at","GO:0002244;GO:0031424;GO:0045109;GO:0001533;GO:0005829;GO:0005882;GO:0045095;GO:0070062;GO:0005198;GO:0005515;GO:0030280"
"2659","33063_at","GO:0000902;GO:0007155;GO:0007166;GO:0007596;GO:0007597;GO:0007597;GO:0010572;GO:0010572;GO:0030168;GO:0030193;GO:0035855;GO:0042730;GO:0051209;GO:0051209;GO:0070493;GO:0070527;GO:1903238;GO:0005615;GO:0005886;GO:0005886;GO:0005887;GO:0009986;GO:0016020;GO:0031012;GO:0031362;GO:0031362;GO:0070062;GO:1990779;GO:1990779;GO:0005515;GO:0015057"
"2660","33064_at","GO:0045933;GO:0051649;GO:0070296;GO:0070588;GO:1902514;GO:1902514;GO:0005887;GO:0030315;GO:0042383;GO:1990454;GO:1990454;GO:0005245;GO:0005246;GO:0005246;GO:0005515"
"2661","33065_at","GO:0007612;GO:0007613;GO:0035640;GO:0040011;GO:0048167;GO:0048168;GO:0050885;GO:0060314;GO:0060402;GO:0005789;GO:0005886;GO:0014701;GO:0016021;GO:0030314;GO:0003674;GO:0005515"
"2662","33066_at","GO:0001525;GO:0006470;GO:0006796;GO:0008347;GO:0016311;GO:1990264;GO:0005886;GO:0005887;GO:0035579;GO:0043235;GO:0043235;GO:0070821;GO:0005001;GO:0005515;GO:0008022;GO:0045296;GO:0045296"
"2663","33067_at","GO:0006334;GO:0007283;GO:0030261;GO:0045910;GO:0048260;GO:0000785;GO:0000786;GO:0000791;GO:0005634;GO:0005654;GO:0009986;GO:0031982;GO:0003690;GO:0005515;GO:0008201;GO:0030527;GO:0031490;GO:0031492"
"2664","33068_f_at","GO:0006805;GO:0008202;GO:0008210;GO:0008210;GO:0052695;GO:0052695;GO:0005789;GO:0016021;GO:0008194;GO:0015020;GO:0015020;GO:0015020"
"2665","33069_f_at","GO:0006805;GO:0008202;GO:0008210;GO:0008210;GO:0052695;GO:0052695;GO:0005789;GO:0016021;GO:0008194;GO:0015020;GO:0015020;GO:0015020"
"2666","33070_at","GO:0007186;GO:0007218;GO:0007218;GO:0007268;GO:0007631;GO:0051480;GO:0070374;GO:0005886;GO:0005887;GO:0005887;GO:0045202;GO:0004930;GO:0016499;GO:0017046"
"2667","33071_at","GO:0007186;GO:0050911;GO:0005886;GO:0016021;GO:0004930;GO:0004984"
"2668","33072_at","GO:0007186;GO:0007200;GO:0007218;GO:0007218;GO:0007268;GO:0007631;GO:0010840;GO:0022410;GO:0040011;GO:0051480;GO:0005886;GO:0005887;GO:0005887;GO:0045202;GO:0004930;GO:0005515;GO:0008188;GO:0016499;GO:0016499;GO:0017046"
"2669","33073_at","GO:0000165;GO:0002223;GO:0006468;GO:0007409;GO:0010763;GO:0016358;GO:0030833;GO:0032956;GO:0035556;GO:0043408;GO:0043525;GO:0048013;GO:0050770;GO:0050808;GO:0060997;GO:0060997;GO:0061003;GO:0071407;GO:2000573;GO:0005737;GO:0005768;GO:0005829;GO:0005886;GO:0014069;GO:0098978;GO:0004674;GO:0004674;GO:0004674;GO:0004708;GO:0005515;GO:0005524;GO:0017124;GO:0031267;GO:0046872;GO:0106310"
"2670","33074_g_at","GO:0000165;GO:0002223;GO:0006468;GO:0007409;GO:0010763;GO:0016358;GO:0030833;GO:0032956;GO:0035556;GO:0043408;GO:0043525;GO:0048013;GO:0050770;GO:0050808;GO:0060997;GO:0060997;GO:0061003;GO:0071407;GO:2000573;GO:0005737;GO:0005768;GO:0005829;GO:0005886;GO:0014069;GO:0098978;GO:0004674;GO:0004674;GO:0004674;GO:0004708;GO:0005515;GO:0005524;GO:0017124;GO:0031267;GO:0046872;GO:0106310"
"2671","33075_at","GO:0000165;GO:0002223;GO:0006468;GO:0007409;GO:0010763;GO:0016358;GO:0030833;GO:0032956;GO:0035556;GO:0043408;GO:0043525;GO:0048013;GO:0050770;GO:0050808;GO:0060997;GO:0060997;GO:0061003;GO:0071407;GO:2000573;GO:0005737;GO:0005768;GO:0005829;GO:0005886;GO:0014069;GO:0098978;GO:0004674;GO:0004674;GO:0004674;GO:0004708;GO:0005515;GO:0005524;GO:0017124;GO:0031267;GO:0046872;GO:0106310"
"2672","33078_at","GO:0008284;GO:0043066;GO:0045596;GO:0045892;GO:0005737"
"2673","33079_at","GO:0006886;GO:0006906;GO:0006906;GO:0016189;GO:0032456;GO:0032456;GO:0032880;GO:0042147;GO:0042147;GO:0042147;GO:0048193;GO:0048278;GO:0000139;GO:0005654;GO:0005769;GO:0005794;GO:0005802;GO:0005829;GO:0005886;GO:0012505;GO:0016021;GO:0030136;GO:0030285;GO:0031201;GO:0031201;GO:0032588;GO:0032588;GO:0045335;GO:0048471;GO:0055037;GO:0000149;GO:0005484;GO:0005515;GO:0019905"
"2674","33080_s_at","GO:0002250;GO:0007165;GO:0043087;GO:0043547;GO:0045665;GO:0051056;GO:0090630;GO:1903697;GO:1904425;GO:1904442;GO:1990792;GO:0000139;GO:0005737;GO:0005769;GO:0005829;GO:0005829;GO:0016020;GO:0016020;GO:0030424;GO:0030425;GO:0043025;GO:0003924;GO:0005096;GO:0005096;GO:0005096;GO:0005515;GO:0031267;GO:0042803"
"2675","33082_at","GO:0007160;GO:0007160;GO:0007229;GO:0007229;GO:0033627;GO:0098609;GO:0005886;GO:0008305;GO:0009897;GO:0034680;GO:0005178;GO:0005518;GO:0046872;GO:0098639"
"2676","33084_at","GO:0006904;GO:0007399;GO:0016079;GO:0017157;GO:0030154;GO:0031915;GO:0043303;GO:0046928;GO:0005634;GO:0005829;GO:0031201;GO:0043195;GO:0043204;GO:0070161;GO:0070554;GO:0000149;GO:0005515;GO:0019905"
"2677","33085_at","GO:0001783;GO:0002250;GO:0002644;GO:0002903;GO:0006915;GO:0006959;GO:0050776;GO:0050777;GO:0070234;GO:0070234;GO:1902482;GO:0005886;GO:0009897;GO:0016021;GO:0005515"
"2678","33086_at","GO:0000122;GO:0001568;GO:0006357;GO:0006915;GO:0007417;GO:0009953;GO:0016477;GO:0021979;GO:0043066;GO:0045944;GO:0048850;GO:0060126;GO:0000785;GO:0005634;GO:0005667;GO:0000978;GO:0000981;GO:0000981;GO:0001227;GO:0001228;GO:0003682;GO:0005515;GO:0008013;GO:0008022;GO:1990837"
